Lage;Zeitpunkt der Messung;Wochentag;Fußgänger insgesamt;Temperatur in ºc;Wetterlage;Fußgänger insgesamt Richtung Neumarkt;Fußgänger insgesamt Richtung Neuer Wall;Erwachsene;Kinder;Erwachsene Richtung Neumarkt;Erwachsene Richtung Neuer Wall;Kinder Richtung Neumarkt;Kinder Richtung Neuer Wall
Steinstraße, Moers;2022-06-24 05:00:00 +0200;Friday;20;18;cloudy;16;4;20;0;16;4;0;0
Steinstraße, Moers;2022-06-24 06:00:00 +0200;Friday;35;18;cloudy;21;14;35;0;21;14;0;0
Steinstraße, Moers;2022-06-24 07:00:00 +0200;Friday;121;18;rain;55;66;120;1;55;65;0;1
Steinstraße, Moers;2022-06-24 08:00:00 +0200;Friday;265;18;rain;151;114;262;3;149;113;2;1
Steinstraße, Moers;2022-06-24 09:00:00 +0200;Friday;394;18;rain;197;197;381;13;189;192;8;5
Steinstraße, Moers;2022-06-24 10:00:00 +0200;Friday;1009;18;rain;526;483;963;46;501;462;25;21
Steinstraße, Moers;2022-06-24 11:00:00 +0200;Friday;1574;20;rain;783;791;1532;42;761;771;22;20
Steinstraße, Moers;2022-06-24 12:00:00 +0200;Friday;1498;20;rain;707;791;1449;49;680;769;27;22
Steinstraße, Moers;2022-06-24 13:00:00 +0200;Friday;1275;22;cloudy;631;644;1243;32;618;625;13;19
Steinstraße, Moers;2022-06-24 14:00:00 +0200;Friday;1243;24;cloudy;632;611;1199;44;610;589;22;22
Steinstraße, Moers;2022-06-24 15:00:00 +0200;Friday;1263;25;cloudy;618;645;1221;42;597;624;21;21
Steinstraße, Moers;2022-06-24 16:00:00 +0200;Friday;1293;25;cloudy;641;652;1247;46;614;633;27;19
Steinstraße, Moers;2022-06-24 17:00:00 +0200;Friday;1383;24;cloudy;760;623;1313;70;714;599;46;24
Steinstraße, Moers;2022-06-24 18:00:00 +0200;Friday;918;23;cloudy;487;431;883;35;465;418;22;13
Steinstraße, Moers;2022-06-24 19:00:00 +0200;Friday;332;22;rain;150;182;324;8;146;178;4;4
Steinstraße, Moers;2022-06-24 20:00:00 +0200;Friday;291;21;rain;126;165;279;12;125;154;1;11
Steinstraße, Moers;2022-06-24 21:00:00 +0200;Friday;158;20;rain;77;81;156;2;77;79;0;2
Steinstraße, Moers;2022-06-24 22:00:00 +0200;Friday;185;19;cloudy;82;103;183;2;82;101;0;2
Steinstraße, Moers;2022-06-24 23:00:00 +0200;Friday;85;18;partly-cloudy-night;32;53;85;0;32;53;0;0
Steinstraße, Moers;2022-06-25 00:00:00 +0200;Saturday;38;18;partly-cloudy-night;15;23;38;0;15;23;0;0
Steinstraße, Moers;2022-06-25 01:00:00 +0200;Saturday;28;18;partly-cloudy-night;17;11;28;0;17;11;0;0
Steinstraße, Moers;2022-06-25 02:00:00 +0200;Saturday;8;17;partly-cloudy-night;3;5;8;0;3;5;0;0
Steinstraße, Moers;2022-06-25 03:00:00 +0200;Saturday;9;16;clear-night;8;1;9;0;8;1;0;0
Steinstraße, Moers;2022-06-25 04:00:00 +0200;Saturday;5;16;clear-night;2;3;5;0;2;3;0;0
Steinstraße, Moers;2022-06-25 05:00:00 +0200;Saturday;9;16;clear-night;9;0;8;1;8;0;1;0
Steinstraße, Moers;2022-06-25 06:00:00 +0200;Saturday;18;16;clear-day;12;6;18;0;12;6;0;0
Steinstraße, Moers;2022-06-25 07:00:00 +0200;Saturday;45;17;clear-day;30;15;43;2;29;14;1;1
Steinstraße, Moers;2022-06-25 08:00:00 +0200;Saturday;93;18;clear-day;41;52;88;5;37;51;4;1
Steinstraße, Moers;2022-06-25 09:00:00 +0200;Saturday;376;20;partly-cloudy-day;204;172;360;16;198;162;6;10
Steinstraße, Moers;2022-06-25 10:00:00 +0200;Saturday;975;21;partly-cloudy-day;495;480;935;40;471;464;24;16
Steinstraße, Moers;2022-06-25 11:00:00 +0200;Saturday;1781;22;partly-cloudy-day;889;892;1693;88;847;846;42;46
Steinstraße, Moers;2022-06-25 12:00:00 +0200;Saturday;2064;23;partly-cloudy-day;1078;986;1963;101;1013;950;65;36
Steinstraße, Moers;2022-06-25 13:00:00 +0200;Saturday;2183;24;cloudy;1119;1064;2067;116;1054;1013;65;51
Steinstraße, Moers;2022-06-25 14:00:00 +0200;Saturday;1989;25;partly-cloudy-day;1023;966;1900;89;969;931;54;35
Steinstraße, Moers;2022-06-25 15:00:00 +0200;Saturday;1843;26;partly-cloudy-day;917;926;1773;70;883;890;34;36
Steinstraße, Moers;2022-06-25 16:00:00 +0200;Saturday;1624;26;partly-cloudy-day;827;797;1548;76;788;760;39;37
Steinstraße, Moers;2022-06-25 17:00:00 +0200;Saturday;1326;26;cloudy;655;671;1261;65;627;634;28;37
Steinstraße, Moers;2022-06-25 18:00:00 +0200;Saturday;664;25;cloudy;350;314;634;30;334;300;16;14
Steinstraße, Moers;2022-06-25 19:00:00 +0200;Saturday;283;25;cloudy;165;118;274;9;159;115;6;3
Steinstraße, Moers;2022-06-25 20:00:00 +0200;Saturday;236;25;cloudy;119;117;234;2;117;117;2;0
Steinstraße, Moers;2022-06-25 21:00:00 +0200;Saturday;235;24;cloudy;103;132;233;2;101;132;2;0
Steinstraße, Moers;2022-06-25 22:00:00 +0200;Saturday;187;22;cloudy;80;107;186;1;80;106;0;1
Steinstraße, Moers;2022-06-25 23:00:00 +0200;Saturday;82;21;cloudy;21;61;79;3;20;59;1;2
Steinstraße, Moers;2022-06-26 00:00:00 +0200;Sunday;57;20;cloudy;26;31;57;0;26;31;0;0
Steinstraße, Moers;2022-06-26 01:00:00 +0200;Sunday;27;19;cloudy;15;12;26;1;14;12;1;0
Steinstraße, Moers;2022-06-26 02:00:00 +0200;Sunday;6;18;partly-cloudy-night;5;1;6;0;5;1;0;0
Steinstraße, Moers;2022-06-26 03:00:00 +0200;Sunday;4;17;rain;4;0;4;0;4;0;0;0
Steinstraße, Moers;2022-06-26 04:00:00 +0200;Sunday;5;17;rain;3;2;5;0;3;2;0;0
Steinstraße, Moers;2022-06-26 05:00:00 +0200;Sunday;7;16;cloudy;5;2;7;0;5;2;0;0
Steinstraße, Moers;2022-06-26 06:00:00 +0200;Sunday;6;16;cloudy;5;1;6;0;5;1;0;0
Steinstraße, Moers;2022-06-26 07:00:00 +0200;Sunday;20;16;partly-cloudy-day;13;7;19;1;12;7;1;0
Steinstraße, Moers;2022-06-26 08:00:00 +0200;Sunday;30;17;partly-cloudy-day;23;7;30;0;23;7;0;0
Steinstraße, Moers;2022-06-26 09:00:00 +0200;Sunday;80;18;cloudy;47;33;78;2;46;32;1;1
Steinstraße, Moers;2022-06-26 10:00:00 +0200;Sunday;153;20;partly-cloudy-day;85;68;145;8;80;65;5;3
Steinstraße, Moers;2022-06-26 11:00:00 +0200;Sunday;229;21;cloudy;137;92;216;13;125;91;12;1
Steinstraße, Moers;2022-06-26 12:00:00 +0200;Sunday;280;22;cloudy;161;119;266;14;151;115;10;4
Steinstraße, Moers;2022-06-26 13:00:00 +0200;Sunday;330;23;partly-cloudy-day;156;174;318;12;151;167;5;7
Steinstraße, Moers;2022-06-26 14:00:00 +0200;Sunday;225;21;cloudy;114;111;221;4;112;109;2;2
Steinstraße, Moers;2022-06-26 15:00:00 +0200;Sunday;457;21;cloudy;256;201;434;23;244;190;12;11
Steinstraße, Moers;2022-06-26 16:00:00 +0200;Sunday;463;21;cloudy;229;234;445;18;218;227;11;7
Steinstraße, Moers;2022-06-26 17:00:00 +0200;Sunday;420;21;cloudy;213;207;386;34;192;194;21;13
Steinstraße, Moers;2022-06-26 18:00:00 +0200;Sunday;302;21;cloudy;129;173;285;17;123;162;6;11
Steinstraße, Moers;2022-06-26 19:00:00 +0200;Sunday;202;20;cloudy;95;107;193;9;91;102;4;5
Steinstraße, Moers;2022-06-26 20:00:00 +0200;Sunday;169;20;cloudy;91;78;162;7;87;75;4;3
Steinstraße, Moers;2022-06-26 21:00:00 +0200;Sunday;90;19;cloudy;25;65;89;1;25;64;0;1
Steinstraße, Moers;2022-06-26 22:00:00 +0200;Sunday;73;18;cloudy;35;38;72;1;35;37;0;1
Steinstraße, Moers;2022-06-26 23:00:00 +0200;Sunday;33;17;rain;20;13;32;1;20;12;0;1
Steinstraße, Moers;2022-06-27 00:00:00 +0200;Monday;10;17;rain;6;4;10;0;6;4;0;0
Steinstraße, Moers;2022-06-27 01:00:00 +0200;Monday;2;17;rain;1;1;2;0;1;1;0;0
Steinstraße, Moers;2022-06-27 02:00:00 +0200;Monday;3;17;rain;0;3;3;0;0;3;0;0
Steinstraße, Moers;2022-06-27 03:00:00 +0200;Monday;0;16;rain;0;0;0;0;0;0;0;0
Steinstraße, Moers;2022-06-27 04:00:00 +0200;Monday;8;16;rain;2;6;8;0;2;6;0;0
Steinstraße, Moers;2022-06-27 05:00:00 +0200;Monday;19;16;cloudy;9;10;19;0;9;10;0;0
Steinstraße, Moers;2022-06-27 06:00:00 +0200;Monday;51;16;cloudy;31;20;49;2;30;19;1;1
Steinstraße, Moers;2022-06-27 07:00:00 +0200;Monday;111;16;cloudy;75;36;108;3;73;35;2;1
Steinstraße, Moers;2022-06-27 08:00:00 +0200;Monday;243;17;cloudy;131;112;234;9;123;111;8;1
Steinstraße, Moers;2022-06-27 09:00:00 +0200;Monday;599;18;cloudy;298;301;573;26;287;286;11;15
Steinstraße, Moers;2022-06-27 10:00:00 +0200;Monday;1125;18;cloudy;540;585;1070;55;511;559;29;26
Steinstraße, Moers;2022-06-27 11:00:00 +0200;Monday;1502;18;rain;731;771;1421;81;698;723;33;48
Steinstraße, Moers;2022-06-27 12:00:00 +0200;Monday;1522;19;rain;755;767;1453;69;712;741;43;26
Steinstraße, Moers;2022-06-27 13:00:00 +0200;Monday;1332;20;rain;677;655;1300;32;658;642;19;13
Steinstraße, Moers;2022-06-27 14:00:00 +0200;Monday;1449;20;rain;705;744;1391;58;671;720;34;24
Steinstraße, Moers;2022-06-27 15:00:00 +0200;Monday;1507;19;rain;763;744;1437;70;729;708;34;36
Steinstraße, Moers;2022-06-27 16:00:00 +0200;Monday;1042;19;rain;512;530;997;45;490;507;22;23
Steinstraße, Moers;2022-06-27 17:00:00 +0200;Monday;815;18;rain;399;416;779;36;384;395;15;21
Steinstraße, Moers;2022-06-27 18:00:00 +0200;Monday;644;18;rain;354;290;620;24;338;282;16;8
Steinstraße, Moers;2022-06-27 19:00:00 +0200;Monday;291;18;rain;162;129;282;9;156;126;6;3
Steinstraße, Moers;2022-06-27 20:00:00 +0200;Monday;142;18;partly-cloudy-day;72;70;139;3;71;68;1;2
Steinstraße, Moers;2022-06-27 21:00:00 +0200;Monday;127;17;partly-cloudy-day;67;60;126;1;67;59;0;1
Steinstraße, Moers;2022-06-27 22:00:00 +0200;Monday;93;16;partly-cloudy-night;29;64;93;0;29;64;0;0
Steinstraße, Moers;2022-06-27 23:00:00 +0200;Monday;26;15;partly-cloudy-night;19;7;25;1;18;7;1;0
Steinstraße, Moers;2022-06-28 00:00:00 +0200;Tuesday;4;14;partly-cloudy-night;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-28 01:00:00 +0200;Tuesday;3;14;partly-cloudy-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-28 02:00:00 +0200;Tuesday;2;13;clear-night;2;0;2;0;2;0;0;0
Steinstraße, Moers;2022-06-28 03:00:00 +0200;Tuesday;4;12;clear-night;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-28 04:00:00 +0200;Tuesday;3;11;clear-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-28 05:00:00 +0200;Tuesday;13;11;clear-night;7;6;13;0;7;6;0;0
Steinstraße, Moers;2022-06-28 06:00:00 +0200;Tuesday;37;12;clear-day;22;15;35;2;21;14;1;1
Steinstraße, Moers;2022-06-28 07:00:00 +0200;Tuesday;115;12;clear-day;66;49;113;2;65;48;1;1
Steinstraße, Moers;2022-06-28 08:00:00 +0200;Tuesday;335;15;clear-day;180;155;319;16;168;151;12;4
Steinstraße, Moers;2022-06-28 09:00:00 +0200;Tuesday;809;16;clear-day;422;387;782;27;405;377;17;10
Steinstraße, Moers;2022-06-28 10:00:00 +0200;Tuesday;1519;18;clear-day;800;719;1437;82;753;684;47;35
Steinstraße, Moers;2022-06-28 11:00:00 +0200;Tuesday;2047;20;clear-day;1034;1013;1956;91;985;971;49;42
Steinstraße, Moers;2022-06-28 12:00:00 +0200;Tuesday;1921;21;clear-day;973;948;1830;91;923;907;50;41
Steinstraße, Moers;2022-06-28 13:00:00 +0200;Tuesday;1711;22;partly-cloudy-day;832;879;1624;87;787;837;45;42
Steinstraße, Moers;2022-06-28 14:00:00 +0200;Tuesday;1434;23;partly-cloudy-day;721;713;1376;58;694;682;27;31
Steinstraße, Moers;2022-06-28 15:00:00 +0200;Tuesday;1524;23;partly-cloudy-day;732;792;1443;81;697;746;35;46
Steinstraße, Moers;2022-06-28 16:00:00 +0200;Tuesday;1681;24;clear-day;815;866;1610;71;783;827;32;39
Steinstraße, Moers;2022-06-28 17:00:00 +0200;Tuesday;1466;25;partly-cloudy-day;740;726;1407;59;703;704;37;22
Steinstraße, Moers;2022-06-28 18:00:00 +0200;Tuesday;917;26;partly-cloudy-day;478;439;866;51;450;416;28;23
Steinstraße, Moers;2022-06-28 19:00:00 +0200;Tuesday;467;26;partly-cloudy-day;204;263;437;30;192;245;12;18
Steinstraße, Moers;2022-06-28 20:00:00 +0200;Tuesday;264;25;partly-cloudy-day;117;147;252;12;110;142;7;5
Steinstraße, Moers;2022-06-28 21:00:00 +0200;Tuesday;188;23;partly-cloudy-day;92;96;179;9;87;92;5;4
Steinstraße, Moers;2022-06-28 22:00:00 +0200;Tuesday;122;21;partly-cloudy-night;57;65;122;0;57;65;0;0
Steinstraße, Moers;2022-06-28 23:00:00 +0200;Tuesday;35;19;clear-night;14;21;32;3;12;20;2;1
Steinstraße, Moers;2022-06-29 00:00:00 +0200;Wednesday;22;18;partly-cloudy-night;13;9;22;0;13;9;0;0
Steinstraße, Moers;2022-06-29 01:00:00 +0200;Wednesday;11;17;clear-night;10;1;10;1;9;1;1;0
Steinstraße, Moers;2022-06-29 02:00:00 +0200;Wednesday;2;17;clear-night;1;1;2;0;1;1;0;0
Steinstraße, Moers;2022-06-29 03:00:00 +0200;Wednesday;9;15;clear-night;5;4;8;1;4;4;1;0
Steinstraße, Moers;2022-06-29 04:00:00 +0200;Wednesday;11;15;clear-night;4;7;11;0;4;7;0;0
Steinstraße, Moers;2022-06-29 05:00:00 +0200;Wednesday;15;15;clear-night;12;3;15;0;12;3;0;0
Steinstraße, Moers;2022-06-29 06:00:00 +0200;Wednesday;40;15;partly-cloudy-day;23;17;40;0;23;17;0;0
Steinstraße, Moers;2022-06-29 07:00:00 +0200;Wednesday;118;16;partly-cloudy-day;69;49;117;1;68;49;1;0
Steinstraße, Moers;2022-06-29 08:00:00 +0200;Wednesday;361;18;partly-cloudy-day;196;165;333;28;181;152;15;13
Steinstraße, Moers;2022-06-29 09:00:00 +0200;Wednesday;607;20;partly-cloudy-day;319;288;583;24;308;275;11;13
Steinstraße, Moers;2022-06-29 10:00:00 +0200;Wednesday;1063;22;partly-cloudy-day;512;551;1020;43;493;527;19;24
Steinstraße, Moers;2022-06-29 11:00:00 +0200;Wednesday;1395;23;partly-cloudy-day;695;700;1325;70;660;665;35;35
Steinstraße, Moers;2022-06-29 12:00:00 +0200;Wednesday;1574;23;partly-cloudy-day;793;781;1518;56;768;750;25;31
Steinstraße, Moers;2022-06-29 13:00:00 +0200;Wednesday;1272;24;partly-cloudy-day;661;611;1215;57;629;586;32;25
Steinstraße, Moers;2022-06-29 14:00:00 +0200;Wednesday;1172;25;partly-cloudy-day;575;597;1123;49;550;573;25;24
Steinstraße, Moers;2022-06-29 15:00:00 +0200;Wednesday;1288;25;partly-cloudy-day;678;610;1237;51;645;592;33;18
Steinstraße, Moers;2022-06-29 16:00:00 +0200;Wednesday;1269;26;partly-cloudy-day;620;649;1225;44;601;624;19;25
Steinstraße, Moers;2022-06-29 17:00:00 +0200;Wednesday;1142;27;partly-cloudy-day;595;547;1092;50;568;524;27;23
Steinstraße, Moers;2022-06-29 18:00:00 +0200;Wednesday;833;28;partly-cloudy-day;427;406;801;32;409;392;18;14
Steinstraße, Moers;2022-06-29 19:00:00 +0200;Wednesday;401;27;clear-day;183;218;384;17;177;207;6;11
Steinstraße, Moers;2022-06-29 20:00:00 +0200;Wednesday;209;27;clear-day;107;102;205;4;106;99;1;3
Steinstraße, Moers;2022-06-29 21:00:00 +0200;Wednesday;154;25;clear-day;63;91;148;6;60;88;3;3
Steinstraße, Moers;2022-06-29 22:00:00 +0200;Wednesday;133;23;clear-night;65;68;131;2;64;67;1;1
Steinstraße, Moers;2022-06-29 23:00:00 +0200;Wednesday;53;22;clear-night;14;39;53;0;14;39;0;0
Steinstraße, Moers;2022-06-30 00:00:00 +0200;Thursday;35;21;clear-night;18;17;33;2;16;17;2;0
Steinstraße, Moers;2022-06-30 01:00:00 +0200;Thursday;7;20;clear-night;6;1;6;1;5;1;1;0
Steinstraße, Moers;2022-06-30 02:00:00 +0200;Thursday;23;19;clear-night;12;11;22;1;11;11;1;0
Steinstraße, Moers;2022-06-30 03:00:00 +0200;Thursday;8;18;clear-night;5;3;8;0;5;3;0;0
Steinstraße, Moers;2022-06-30 04:00:00 +0200;Thursday;10;17;partly-cloudy-night;1;9;9;1;1;8;0;1
Steinstraße, Moers;2022-06-30 05:00:00 +0200;Thursday;14;18;clear-night;10;4;14;0;10;4;0;0
Steinstraße, Moers;2022-06-30 06:00:00 +0200;Thursday;58;17;clear-day;34;24;57;1;34;23;0;1
Steinstraße, Moers;2022-06-30 07:00:00 +0200;Thursday;95;19;clear-day;58;37;95;0;58;37;0;0
Steinstraße, Moers;2022-06-30 08:00:00 +0200;Thursday;292;20;clear-day;151;141;278;14;148;130;3;11
Steinstraße, Moers;2022-06-30 09:00:00 +0200;Thursday;608;22;clear-day;302;306;581;27;287;294;15;12
Steinstraße, Moers;2022-06-30 10:00:00 +0200;Thursday;1194;24;clear-day;619;575;1119;75;577;542;42;33
Steinstraße, Moers;2022-06-30 11:00:00 +0200;Thursday;1391;25;clear-day;691;700;1332;59;661;671;30;29
Steinstraße, Moers;2022-06-30 12:00:00 +0200;Thursday;1435;27;clear-day;718;717;1371;64;688;683;30;34
Steinstraße, Moers;2022-06-30 13:00:00 +0200;Thursday;1317;28;clear-day;671;646;1260;57;640;620;31;26
Steinstraße, Moers;2022-06-30 14:00:00 +0200;Thursday;1127;28;clear-day;572;555;1084;43;547;537;25;18
Steinstraße, Moers;2022-06-30 15:00:00 +0200;Thursday;1226;29;partly-cloudy-day;641;585;1177;49;614;563;27;22
Steinstraße, Moers;2022-06-30 16:00:00 +0200;Thursday;1177;30;partly-cloudy-day;569;608;1137;40;547;590;22;18
Steinstraße, Moers;2022-06-30 17:00:00 +0200;Thursday;1169;29;partly-cloudy-day;585;584;1133;36;563;570;22;14
Steinstraße, Moers;2022-06-30 18:00:00 +0200;Thursday;712;27;cloudy;358;354;682;30;344;338;14;16
Steinstraße, Moers;2022-06-30 19:00:00 +0200;Thursday;152;24;cloudy;74;78;152;0;74;78;0;0
Steinstraße, Moers;2022-06-30 20:00:00 +0200;Thursday;80;21;partly-cloudy-day;34;46;77;3;32;45;2;1
Steinstraße, Moers;2022-06-30 21:00:00 +0200;Thursday;42;18;rain;10;32;42;0;10;32;0;0
Steinstraße, Moers;2022-06-30 22:00:00 +0200;Thursday;44;17;rain;26;18;44;0;26;18;0;0
Steinstraße, Moers;2022-06-30 23:00:00 +0200;Thursday;14;16;rain;4;10;14;0;4;10;0;0
